paper_id,paper_short_name,source_table,table_title,data_group,source_study,airflow_normal_m3_s,z_m,b_m,U_m_s,q_m3_s,gamma,alpha,W,value_basis,source,doi,notes
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Bugg Spring experiment data,0.59,9.23,1.45,1.71,0.1168,,0.108,0.29,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Bugg Spring experiment data,0.59,21.05,3.05,1.252,0.1521,,0.106,0.183,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Bugg Spring experiment data,0.59,31.71,4.46,1.186,0.2094,,0.137,0.244,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Bugg Spring experiment data,0.59,40.86,5.82,1.173,0.3091,,0.163,0.122,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Bugg Spring experiment data,0.59,45.43,6.64,1.146,0.4056,,0.165,0.061,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.005,1.45,0.2,0.868,0.0027,,0.092,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.005,3.05,0.38,0.684,0.003,,0.084,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.005,4.65,0.54,0.594,0.0033,,0.078,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.005,6.25,0.67,0.568,0.0037,,0.066,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.005,7.85,0.75,0.573,0.0041,,0.036,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.01,1.45,0.22,0.935,0.0054,,0.101,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.01,3.05,0.4,0.854,0.006,,0.103,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.01,4.65,0.58,0.782,0.0066,,0.093,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.01,6.25,0.74,0.722,0.0073,,0.072,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.01,7.85,0.85,0.678,0.0083,,0.041,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.015,1.45,0.25,1.09,0.0082,,0.135,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.015,3.05,0.44,1.011,0.0089,,0.087,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.015,4.65,0.58,0.939,0.0099,,0.065,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.015,6.25,0.71,0.87,0.011,,0.068,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.015,7.85,0.88,0.801,0.0125,,0.093,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.0221,1.45,0.25,1.12,0.012,,0.102,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.0221,3.05,0.43,1.042,0.0131,,0.109,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.0221,4.65,0.62,0.976,0.0145,,0.11,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.0221,6.25,0.82,0.913,0.0162,,0.101,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Fannelop & Sjoen data,0.0221,7.85,1.0,0.844,0.0184,,0.082,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00021,0.64,0.04,0.548,0.0002,,0.045,0.175,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00021,1.27,0.08,0.381,0.0002,,0.04,0.169,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00021,1.89,0.12,0.325,0.0002,,0.043,0.169,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00021,2.49,0.14,0.34,0.0002,,0.039,0.158,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.0005,0.64,0.06,0.654,0.0004,,0.065,0.175,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.0005,1.27,0.1,0.489,0.0004,,0.047,0.169,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.0005,1.89,0.14,0.434,0.0004,,0.055,0.169,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.0005,2.49,0.18,0.434,0.0004,,0.074,0.158,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00118,0.64,0.07,0.762,0.0009,,0.071,0.175,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00118,1.27,0.12,0.568,0.001,,0.042,0.169,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00118,1.89,0.16,0.493,0.001,,0.063,0.169,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00118,2.49,0.22,0.484,0.0011,,0.118,0.158,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00234,0.64,0.08,0.854,0.0018,,0.078,0.175,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00234,1.27,0.14,0.63,0.0019,,0.06,0.169,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00234,1.89,0.19,0.563,0.002,,0.083,0.169,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 2,Primary entrainment-coefficient data at midpoint heights,primary,Milgram & Van Houten data,0.00234,2.49,0.25,0.566,0.0021,,0.121,0.158,midpoint averages between measurement heights,"Milgram (1983), Table 2",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.0004,0.71,0.079,0.388,0.0003,,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.0004,1.0,0.1,0.385,0.0003,2.78,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.0004,1.5,0.13,0.376,0.0003,2.4,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.0004,2.23,0.167,0.367,0.0003,2.19,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.0004,2.78,0.2,0.369,0.0003,1.89,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.0004,3.22,0.228,0.373,0.0004,1.64,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.0004,3.76,0.261,0.371,0.0004,1.5,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.0004,4.05,0.276,0.361,0.0004,1.53,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.00057,0.71,0.088,0.53,0.0004,,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.00057,1.0,0.11,0.533,0.0004,1.43,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.00057,1.5,0.144,0.509,0.0004,1.28,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.00057,2.23,0.189,0.463,0.0005,1.31,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.00057,2.78,0.221,0.466,0.0005,1.19,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.00057,3.22,0.248,0.484,0.0005,1.03,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.00057,3.76,0.285,0.478,0.0005,0.94,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Kobus data,0.00057,4.15,0.316,0.426,0.0006,1.08,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.367,5.0,1.674,1.238,0.0567,,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.367,14.0,3.067,1.375,0.0659,0.32,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.367,23.0,4.444,1.266,0.0785,0.29,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.367,32.0,5.43,1.141,0.097,0.36,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.367,42.0,5.609,1.262,0.1316,0.4,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.367,48.0,5.048,1.593,0.1674,0.38,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.443,5.0,1.544,1.438,0.0685,,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.443,15.0,2.053,1.517,0.0809,0.64,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.443,24.0,2.888,1.187,0.0968,0.89,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.443,34.0,4.115,0.878,0.1236,1.35,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.443,42.7,5.339,1.068,0.1629,0.79,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.66,4.5,1.191,1.226,0.1134,,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.66,7.6,1.52,1.501,0.1197,1.23,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.66,17.0,2.948,1.57,0.1442,0.55,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.66,26.0,4.467,1.116,0.1792,0.8,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.66,32.0,5.281,0.877,0.2138,1.29,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 3,Secondary Kobus and Topham measurement-height plume properties,secondary,Topham data,0.66,42.0,5.771,1.221,0.3153,0.89,,,smooth values at measurement heights,"Milgram (1983), Table 3",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.0004,0.86,0.09,0.386,0.0003,,0.074,0.064,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.0004,1.25,0.12,0.381,0.0003,,0.057,0.111,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.0004,1.86,0.15,0.372,0.0003,,0.048,0.162,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.0004,2.51,0.18,0.368,0.0003,,0.06,0.122,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
milgram_1983,Milgram 1983,Table 4,Secondary Kobus and Topham entrainment-coefficient data at midpoint heights,secondary,Kobus data,0.0004,3.0,0.21,0.371,0.0004,,0.067,0.098,midpoint averages between measurement heights,"Milgram (1983), Table 4",https://doi.org/10.1017/S0022112083001950,"Selected dimensional tabular data. Blank gamma, alpha, or W cells indicate the variable is not reported for that table/row."
